Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100,Iter101,Iter102,Iter103,Iter104,Iter105,Iter106,Iter107,Iter108,Iter109,Iter110,Iter111,Iter112,Iter113,Iter114,Iter115,Iter116,Iter117,Iter118,Iter119,Iter120
CMAES,F13,1.07505202293396,"[0.83262198 1.00646134 1.91787063 0.76597444 0.45584155 1.30816376
 1.36127922 1.32697806 0.82623679 1.27829861 1.03848152 0.73416177
 1.34155428 0.93676062 0.95753921 0.77140797 1.26384262 1.02789041
 0.78330912 1.29886441 0.98801927 0.94852084 1.426478   0.89830685
 0.56771372 1.19980053 0.61019611 0.72315512 1.31980327 1.51650395]",1934107985.6079981,1933186139.3918407,1874007730.8342328,1829325522.9082782,1812437529.278289,1761682123.336273,1717997975.1197805,1655970899.0888872,1595295977.1828282,1565118321.0899198,1507768791.7712746,1402976827.8923795,1350822782.4980016,1254113923.6548157,1060432963.6265785,1021261233.2375832,815219900.0039799,763443691.4946079,606738712.1706632,469899203.4318977,451710755.90944934,363498791.7404162,212596566.47459874,222817267.11107662,149489848.0118096,179824363.37467366,88938989.79892498,157377698.15971705,118278519.87982586,114687042.83765307,86290463.13130341,25033349.744967505,56639889.957913235,46942655.10825467,50262001.43919988,97571705.01455897,21031420.21471481,61037846.75238981,42632698.214890726,41220567.091676265,38903717.90420534,28331385.82751434,35842092.26176881,18382978.58941715,10635723.671862163,18657829.533469904,24310791.555268448,14168971.425939841,3795658.5442861165,3517418.20387127,2252277.194223829,1158308.1449852246,1274141.6279129959,665071.0659956757,561874.3187440606,1477333.4440470496,829955.2593672625,382578.12710433773,920686.4895567512,223716.85754329685,462079.45733971754,302525.3004088072,145818.00298162,108530.3993243624,109571.7941292463,36057.19780193469,17856.85983659012,17374.46753520139,11364.299571862319,4213.834071832927,434.0099088332599,48.78832436937624,95.48903979894772,43.937803412516374,31.42772630232418,33.782601370808734,50.530149158562324,25.70842808476331,31.04014362761622,29.265186937541444,25.381081258652493,27.223595368459684,30.1131864615416,23.68137324836235,20.305730295468365,17.02352771045213,17.90857033209403,16.183931720028383,13.94810584685317,13.499652326257683,11.976254271862445,10.464454395019517,10.49644378098562,6.418657434180943,7.8775732791401785,7.37919137128049,7.86430255466548,4.830471165326454,4.960125002104984,7.01873859058707,7.19708098004312,6.603843093602084,4.273106797697408,5.26188809923308,3.624230892137545,3.6372144442109198,2.505422810916306,2.6614475092239465,2.0302239842056498,1.5225813316649672,1.889671757413138,1.7853015837117596,1.272786395165442,1.2539957242146436,1.2419951944174519,0.8370406374093444,0.9874985175734641,0.7358021257010391,0.5396216812336138,0.6541683682168276
CMAES,F13,1.0724172592163086,"[0.99698512 0.31564754 1.27507615 0.74918108 0.90325105 1.32783244
 0.80660702 1.46453699 0.47611145 1.42263125 0.6805758  0.89175443
 0.34188858 0.72349283 0.95197887 0.69719998 1.38232938 1.90233919
 0.41454061 1.37749135 0.91216194 0.72685326 0.60344904 0.93499575
 0.44623009 0.42678677 0.70939819 1.03257281 1.61750321 0.30641636]",1363788863.2302659,1341670740.3896666,1322371943.489744,1276771279.621161,1242636854.3690133,1227234368.3417966,1183466147.638314,1125574979.249229,1127375506.2273195,1067687474.3205228,1002443915.078878,961639595.6768996,917745969.3325726,868738207.9979281,827569136.8142074,754746313.5600773,677345730.3535554,610203385.8591723,525651864.55974936,375846661.4764754,279669174.51655877,260103471.38756728,193650314.88637486,127956944.66596907,64097877.889895886,44576534.96693425,28930369.389054608,29723892.196405884,37285596.07762451,46064184.08214824,115184850.98690057,93701644.18007512,168392474.16751498,135596961.38320816,84367552.49254638,144698097.068334,99073407.49881952,120788715.04593705,14524290.762341373,41267913.52503863,26819218.006320626,18493563.157868195,27501353.564761363,14650711.126471262,9934906.669600641,8272771.929601069,4374161.392504928,7980556.130422799,4540960.757889754,4025296.1977550667,1183963.1196579186,385865.16522779636,320218.46981904306,376664.8348423327,262328.4747639488,279226.0326091119,263955.54111594113,67430.57827407251,252433.6787340798,37072.77545420429,95748.41242756427,48202.866521494,2971.8928784714253,5339.190152012171,20845.20154208348,12738.17528950254,8906.228811712157,15413.136275867702,1468.603664084692,3148.785938366131,956.730650765009,1035.3266250548093,230.53444874029722,212.3370397946951,405.6217984169581,26.482653731799978,51.682424142180075,24.78582005375484,25.666329424275006,24.652122659001726,21.976538404181586,16.767756197114625,13.824578401473325,19.778551208360476,12.79330247531739,11.815665802768303,11.076607224792298,9.126124070454948,9.552841746748706,9.804338912035242,5.260772268771011,6.7762262063200085,9.400807324455036,7.153073131411393,6.979698994438421,5.537931086915261,5.738772699859439,6.491381417550622,4.86993807649409,3.605045973851851,2.580095796127578,4.216298246609006,3.6190386828767283,3.7324462760711294,3.7719900658657295,3.6250609978963007,3.9667104140941323,2.0686991386466436,2.4378760992589386,2.594216580843909,2.543717884823733,1.953291920089064,1.9017197883650725,1.6338045822237466,1.410265933262987,1.3599366271418536,1.2164708828234316,1.070470670465254,0.8408746033416474,0.7725321287205749
CMAES,F13,1.0675287246704102,"[1.0173961  1.4199099  0.91774714 0.76152248 1.46304115 0.84625066
 0.74313666 1.16450055 1.21631241 1.54393763 1.5639381  1.32264784
 0.89921246 1.04373728 0.57519782 0.73323181 0.62811601 1.00332062
 0.34491221 0.74136741 0.93297463 1.62903638 0.91208179 0.13468145
 0.99188524 1.1698336  0.13464968 1.20719468 0.54567854 0.68488881]",2069953233.279683,2037425931.1555867,1965767535.0180185,1951935245.9628904,1888516808.1982543,1868046679.379396,1805151381.2214537,1742071999.3933997,1679901828.6018903,1634414580.091332,1506876891.9710116,1497699602.8129103,1374399724.7044559,1317036503.9798539,1114297152.62985,1035676794.3834522,944936589.6864723,811266004.8672085,701840784.5206697,478430832.60829514,495028453.0675356,401722983.1193763,300429928.17357564,288165129.7845537,251708548.503379,260020896.68249047,218453019.61997905,120867611.7197334,196646350.91361144,133874252.3573501,54216974.73324941,137554739.61624888,132075291.05032389,77942159.5614852,104064887.5495011,91484702.69293976,67010751.16076669,54529143.63289699,43889266.372678906,12799909.080095481,14170589.339303829,8394387.828669332,21621581.22055192,18792116.191839024,13791029.131254468,9609895.641964996,5416750.965887389,3378671.5060365773,3826356.5588076445,3174049.68316768,4341946.593164449,4145735.1113224407,2851510.964447638,935331.8300597626,456767.15217954945,310226.74656864844,551738.2443629552,150048.29637960132,176669.7257791128,82597.67242108885,95475.81648009304,301105.87374392577,7669.504500589647,77278.28860957704,19415.254912432712,3072.7495060999995,10320.039663012285,7306.1601604115385,964.0223480358037,5493.096727051281,612.8660555524173,2107.481235477243,271.2698663879801,276.5683359681475,42.86554054406087,33.51823884156462,28.469424314105336,31.849108812222042,24.76188872903705,17.66877226282424,12.297095478658362,21.780955565149114,20.204079798159047,18.341543733845633,21.566545546738137,17.852189879882967,13.37653403293088,11.39456706361196,14.989300703276108,14.15152188390553,11.482859805114469,13.254229485232248,9.407166583424573,6.399186472519226,5.8039982091532165,7.71360791033697,5.035020509031029,4.693686872435496,4.700191269561122,3.529812337870709,3.901866425335505,3.2025225571287943,3.6208442574325184,3.453453146617537,3.2084430144072713,2.1170122820201125,2.071639480027272,2.0492247604619953,1.9167419548271902,1.563482908037676,1.5501500844573783,1.338788091940888,1.542300165182278,1.471955727463085,0.9840077312660759,1.2536193094110677,1.0345450057166812,0.9267222005296353,0.660618816786505,0.7519681907785936
CMAES,F13,1.057382583618164,"[ 1.30560179  1.37226526  0.51507934  0.96528286  1.6271464   0.46598886
  1.30082242  0.43137827  1.33764953  0.49290433  0.81411978  0.63405741
  1.00228749  1.61437919  1.21778104  0.24028207  1.64036198 -0.05061884
  0.34531713  0.84555249  0.96956079  1.17002827  1.37364385  0.41803576
  1.69274548  1.60405119  1.34050501  0.88416741  1.08927512  0.36588183]",2277469826.974247,2257143351.7429695,2202174987.9560018,2176415026.028432,2133565295.2107081,2091385304.01987,2061573948.5179627,2003800915.2558029,1943986146.9261465,1913248506.287314,1805072779.6536472,1725439498.1650534,1666924414.4790943,1609273771.4284933,1454076018.6578724,1288100481.0390813,1176950398.2568429,1050888945.3075519,870205909.835843,866051363.2468677,729576873.764614,661006611.7813017,413812910.0954714,418654338.4342471,282929054.24406105,241844898.45322996,164605505.87363535,148581460.91125777,145388010.7681201,83640530.62051125,96730323.6694593,52604790.49295897,68797998.49761294,97944319.67740496,121398082.62641485,84461373.99410948,86461734.31199671,82587225.8501091,54371357.567031145,17988324.755502082,20190726.642798364,46688903.40557869,15392468.173161687,9736578.521737682,8828985.763821846,5334251.87151723,7599703.28620148,3643468.3089923076,3455174.8380267215,2978607.638405531,2219291.3030143855,2292264.3833746607,370066.3830508924,510467.3010496372,342648.3068421985,418449.71618845995,150255.4051418175,529612.0852544721,201436.68381471824,208551.13857053252,114323.34637666546,14673.720438622668,87563.22086310435,39415.462009944174,91458.62346145192,10070.04854657099,21213.628122162532,16336.090272874715,3134.147666575073,427.1832719116036,1561.7048190829325,1188.3472637941034,334.64310302140353,184.61842866710452,28.071895181056245,152.70144757956177,43.95158773785631,35.485284933280894,32.87137887205146,61.95875623646224,34.14622431928643,24.584327436521946,24.43035615923101,14.38487635866984,20.983343916160305,14.128914530125995,18.15008071863618,12.87364310399256,13.55377645012498,11.219931412202534,10.672544973399713,11.220897562952132,11.246162021179561,8.819012185413081,8.418627390425932,7.215568992532342,6.8948768902941,5.797341850561109,5.60788252228458,3.871766950967282,4.263659948103911,3.8100422757192853,4.434988566100253,4.47165941028454,3.997605748612785,4.3410606844030575,2.1270670781116023,3.5581145530644904,3.3698880142217753,3.5036023951001605,2.8844259386330644,2.6148959775265737,2.7556532496050545,2.16630987309148,1.9614861484214108,1.636471652451197,1.0035358472817906,1.4848661700949375,0.9458854053541114,1.2291948683975429
CMAES,F13,1.0799791812896729,"[ 1.33878363  0.74597542  2.39072446 -0.32066329  0.97309329  0.83691702
  2.04641352  1.00310376  1.54397061 -0.11857032  0.28594282  0.36608049
  1.42976164  1.07214106  2.11533827 -0.12592733  0.53454815  1.68964278
  1.00464693  0.65782672  1.30649871  1.93576765  1.90447902  1.018941
  1.50247729  0.81721402  1.04388544  0.62540209  0.27496575  1.62004682]",3126626254.910431,3091264776.9865522,3079329184.374497,3020128081.452224,2965451963.669955,2928127143.624323,2902121635.09842,2758435724.9660063,2705909973.2262874,2635956562.267906,2580544148.9899144,2495885234.8213115,2402162717.6763606,2319711733.3348236,2186194276.6824346,2085588781.7677402,2009908381.0402925,1840892669.7309175,1715370596.8133852,1602561663.2851872,1517592201.1521838,1466631197.3928995,1229587150.2793438,1156006887.82949,990246125.4115989,890688361.0895358,767955608.9865692,668669491.4975547,398204742.95419645,462514146.6071171,426905925.41548395,224265364.74165687,259405785.6558101,128947418.38534027,194450912.0359379,89479166.00953078,120693503.50590633,100948549.78578527,105152243.31371446,165267565.24136382,35852537.42311959,66686081.299649715,68368522.79857264,128016966.650601,75729343.02787036,81814188.44245598,18611735.86214958,33718378.96547445,30149473.871012032,77093377.91734701,44258779.13727632,24546300.705124155,10087708.474798849,12396357.323497444,5240684.070996352,4617546.666607297,3224247.1106656617,479767.5334345402,2760119.565122127,2346055.2680118093,1249836.6511196224,1880033.137860948,1938808.4822497682,2034229.0399999514,624167.5404744627,636187.4827864051,211357.2148532389,349413.3212785446,315007.9459094054,159664.434967057,138175.2096733398,46453.38235768111,24786.454459839537,48228.792245633944,34476.69908766856,2931.2237175098967,1288.0163285752922,932.6127866369263,17088.354658542827,199.3757019781063,33.481952396932726,40.466206735294676,437.1659667397871,424.5450433209926,28.16477021518156,724.237812108321,150.3845775214917,112.21713634994174,35.45323095613226,30.092687863015882,21.00916239922701,18.89143906666132,29.041446142027926,20.49276055445023,18.84410487842972,18.255953959107227,15.833239495923685,13.027615385642953,6.300008997648286,9.61179294230116,9.65453016362267,7.868416186978789,8.311334696140644,8.406140020739576,5.389111070626206,6.460826697652111,3.6239955369290118,4.682841800039053,4.5568835037813065,4.8270197467971405,4.066418263346692,4.1428446778540975,3.6036338662561955,3.7087167983924867,2.330206714745509,3.1551723969223158,2.775246304250958,1.8525063845508456,2.4928284834030885,2.482649680620171
CMAES,F13,1.0557899475097656,"[1.11986463 1.49536927 1.44163692 0.80863969 0.38329267 1.23594359
 1.24264557 1.40471272 2.25671455 0.63215964 1.72673404 0.95649724
 1.35705949 1.44320042 1.02691118 0.410795   0.36302859 0.48499642
 1.07327305 1.39688788 1.35493094 1.20544401 1.15870279 1.22895383
 0.20686286 1.30898936 1.05788906 1.36599508 0.51064931 1.46875379]",2064983822.2568028,2029985602.5783637,2017951238.22412,1987908384.5186644,1930300860.8727267,1876573292.2902818,1854935972.2120214,1792721379.416479,1737935275.7402644,1680596052.8081868,1690020476.01527,1601008834.9955256,1538407019.9615471,1436777372.3111134,1334087799.8572335,1249118531.3553667,1171782516.8535547,997211527.7186861,969624903.4753047,865958600.9957308,737295363.6841975,636016590.1964692,509935276.9013918,419274696.12829924,381316877.42837286,333132556.59174645,253782287.18831962,263740203.1665083,181581932.20204923,159438705.97268495,123621509.89908859,84446319.62318,103151697.5451718,110156645.69109261,106530616.02551363,54232227.69194802,50080298.22772196,64448378.27616051,74790679.63521564,94727987.36550443,76367420.02514867,45617621.41738196,62383788.08618117,27799522.646005645,62138666.81267399,19991889.663977254,37741842.38280074,7464373.642042014,7161764.946628067,3185338.369335669,6682448.97854761,5547885.724861215,1468568.7088880355,1664658.0867324595,1095932.9684948944,1620209.589548555,1567174.324097625,450188.99144812283,86657.0156425506,617541.6037584454,236182.03434702993,63454.72572013002,92498.0288627076,85986.45705515378,73075.63087339286,42713.64849092114,19036.05779430441,22348.256971743805,8007.918178229088,11071.210663905145,6868.916511637818,1599.8757260397188,282.72049317315555,2810.309911706446,776.7989473238497,1312.4486723234559,790.6359173065529,285.8871964861179,47.74672185826261,23.312263895768037,39.05177950412947,30.210483886644774,26.579393828633734,38.26295790104705,38.566939591405216,32.318634222054,21.64106437972449,21.23182327875017,18.20164735913924,17.23212955259836,12.003538051617042,12.023115898074838,11.193803648704488,9.250213333112702,10.530065681737796,8.572042478985693,6.172599218463132,6.383520083201294,7.125795944375709,5.744888186377106,5.284039240524368,6.130015274043665,4.631402389975608,6.021750652176902,4.648333299456833,2.89842316545793,3.324346130058494,2.730857764745586,2.926420628384477,2.111626518162883,2.1888856950696978,1.7791522173881344,1.9563543155733019,1.7493665378261867,1.578826392412647,1.0974214288346633,1.381907900823699,1.0423798084293119,1.1365413142738816,0.9600395022257509
CMAES,F13,1.0613384246826172,"[0.72305558 0.86043854 0.69131283 1.11327242 0.96539544 0.95473103
 1.21941551 1.53746727 1.13644618 0.83604718 1.04472928 0.56336503
 1.03862118 0.61592704 0.67990447 0.69693761 1.11111156 0.87180343
 1.01811568 1.37415665 0.80300864 0.84152418 0.89535651 1.09269146
 1.04069691 1.00217853 1.02196629 1.27804528 0.78659826 0.61545701]",2188103214.8228564,2150406427.6501837,2115677307.0277822,2097136416.5244038,2030656562.176108,1990477550.24541,1939669647.1052644,1888296321.683948,1827908215.6206002,1798874310.7918465,1733087689.575899,1710147671.2111685,1588035036.5105798,1461944476.735436,1359069041.7094316,1195585842.7847664,1079473961.832345,922314607.7420434,898061872.7778844,717955746.0319787,585781304.8057113,294394143.75398475,334270088.1278031,229101035.67741516,226644344.37775186,112385316.00695531,124798590.85771428,77266674.22093606,113933752.66581915,134036774.24459329,83577046.37141399,121293782.56521283,76269595.97592902,104450470.11015707,177213953.28611124,113691294.10049127,120897307.0347355,24168448.939040564,57330864.699492976,69309760.95845044,23240015.692510232,29742841.25143042,8769142.784375554,12008623.278437816,4724947.400381413,2160652.80267002,1390423.6131376526,1813929.5643705798,2208640.243869157,1903372.5312456307,2813895.6863289266,480828.24486775085,897729.1456387192,996237.0473642494,1158962.958928401,654328.4860388861,934737.5260127758,542943.9431372115,328066.9385191605,109956.05335780256,95557.05351582087,54592.551502638824,57770.3435082006,52860.31007169891,34978.89395802385,71724.6458112528,19260.612098933616,9765.506847984065,7185.701770247887,54.20341969176412,1656.338953352909,402.1094263857136,838.5349378534602,83.04072233465759,37.52504521035598,32.50520692095238,32.29014646617392,18.623425796596678,16.09166125977191,13.890077247574034,20.920347573709353,15.157890674351467,12.535530389165155,9.770830971380336,10.284417914671963,11.746953025089468,7.5053291476375295,7.938560275966501,7.567384576927633,7.0591086558986085,6.537019605942767,3.6695479072176016,5.176894268165553,5.284440263190255,4.376873376136794,3.998937693318638,4.574310702127099,3.7260927086595914,3.425534947909581,2.5018329515226436,1.7749892690243236,2.408622375917322,1.7819759714477155,1.8010116077292027,1.4696798649050633,0.878789224377504,0.7387268385655928,0.9274942448856275,0.9161632293607437,0.8027796432854472,0.7409678273165882,0.448247006765343,0.5331988954576048,0.5150774092809494,0.5037607605160646,0.3376849598007723,0.461803962858925,0.30417493925395034,0.4123145327493263,0.28361686093946575
CMAES,F13,1.0654685497283936,"[0.93947075 0.55483566 0.9201139  1.39461383 0.9446624  1.07943637
 0.71381456 1.14267909 0.97265337 0.69879449 0.84379394 0.71738513
 0.68727216 0.92834163 0.99773257 1.35231682 1.4948081  1.53971313
 0.58647059 1.04696542 0.67910805 0.5303423  0.62258218 0.60851083
 0.90195041 1.21945059 1.39197291 0.31136832 0.72982729 1.44395133]",1371958114.2263408,1352739329.5951023,1319242751.482968,1300069033.3223453,1249628603.7212524,1211767626.3746786,1166699585.7398963,1119212056.920536,1066947762.2683736,1023606134.7010943,928889165.8708212,818073548.5648701,757185631.60517,715446894.3293537,599143108.97082,499318292.70436114,411664418.903843,317267184.2759829,311467613.373962,331410991.29365027,237230704.0968245,159890232.45101216,125288297.74094413,108034578.27814797,47165103.962967575,50638981.02960724,62848533.80890496,43636217.114646025,13223374.060926387,27855617.304933295,49252744.04639467,22705230.814388994,47197339.64091409,50122239.33577117,30684034.162730727,18547388.41727943,7376636.919908928,33241288.7234316,29947106.869512238,17785177.567492634,11983411.072415942,9197533.34480173,7965035.826927983,4154988.0782431574,3630829.335222227,3020270.0438715746,2217024.9460328505,1300288.2469956097,3336929.860329839,1183592.7540757677,2493879.735682117,1107162.3639197152,404260.9455211111,9089.193219011428,152195.94861050963,140923.7488918391,226305.53176679515,93299.6601216511,67042.75245925043,20983.692725386732,18960.263800338802,2537.804054392125,1600.598747551174,2808.38388467512,1932.3311015061834,1216.6497534918776,164.72152317545184,67.90523106386257,1087.39553336842,75.14150689869831,736.2760344308404,60.756625106579556,50.544097001199944,38.32072399813138,48.46155391412498,38.37264615647176,32.18193607221422,21.877561302196675,24.68040785090547,23.632607725175014,13.458725673885798,16.108317747614702,16.399908190799515,17.57884196390073,16.88426308320577,13.701357182353542,13.824008201470505,12.298492847791218,9.854025017147634,9.316417557937537,6.441594118647004,6.170374936351791,7.178306389986563,4.704936666707171,4.703884718114886,4.4222575687525385,4.990020724941331,5.076790536645925,3.1267649018718,3.909394247601266,3.398284602405667,2.934374860320462,3.481331384072961,3.2656601517708412,2.6364376586411686,3.1520776420836185,2.612580778906001,2.0892231104348613,1.8784316338005944,1.4615011380384368,1.47299107876647,1.3313747094134567,1.137909089947289,1.1166888090816076,0.6980486669700302,0.6540344408782558,0.7915866759852678,0.7895677148785922,0.6234444965992434,0.48538503458053833
CMAES,F13,1.046407699584961,"[0.9662389  1.25376232 0.84767914 1.89180655 0.68500974 0.92202558
 0.75932668 1.30801291 0.9491306  1.04298057 1.07067025 2.0264461
 1.21123863 0.51901393 0.57846121 1.36995215 1.51467467 1.37684812
 0.74016155 1.39853091 0.86169007 1.14045045 1.18596476 0.88828673
 0.61665629 1.11930421 1.72537196 0.49365254 1.44788416 0.74044457]",2590238726.597461,2535871018.008368,2492054001.627602,2483630619.389411,2451157705.0200386,2394184358.9212484,2350962008.8318553,2326312107.811789,2250225340.4631352,2183427606.5717897,2039062988.199489,2043702568.1762397,1931951725.8906517,1791406972.3978255,1715651682.3114228,1582887594.5557911,1409003365.4290068,1340650580.1414292,1210550140.9654758,1120571929.629444,963239034.6847161,860128936.2954443,742312178.2015792,717541373.8508502,657375328.6890868,425994581.66048926,406215715.77835155,395957099.66356915,294644273.47831315,206065633.14974573,220889413.51445195,167073382.55413827,187266035.26166728,148085467.05328175,96525435.65688784,101310879.07020727,139635744.1391323,82884670.16097598,100218233.67284115,72159634.59884575,42956063.23108709,60867782.03265794,58056302.96990253,50761119.93494035,22301988.503066614,24007527.57683445,23770139.57780599,19873244.6619944,11414899.812107068,11050868.17408468,17048485.322717678,4810705.49329299,7804146.7174237985,4649496.46221666,2970794.687434401,1397513.461406328,1988989.5483890795,3830890.488404488,1123434.7943207738,346837.95462167135,358639.37830575794,532145.4662642125,15213.74602206635,55806.582327106575,140165.82677548195,92882.50372896556,11441.831817994067,718.5366812009187,9755.500432203438,1920.7036947942124,278.90337416566234,3168.371143691677,418.1777263499516,2474.246125635515,1939.0847706494114,1686.9890064022313,37.44790246129063,70.62173041526997,27.25649237016651,30.074953372451684,26.894113823990338,23.247767301614083,25.079800385221365,19.82589350319237,18.346551229989895,24.369900907307702,24.344732580488234,18.937495619780268,13.303754691997378,13.16510230240983,10.360880303215856,13.170290745244982,7.906291112062799,8.899094298670873,9.745288469965326,7.533268756052831,6.380672228975558,6.689351612553004,7.064770196069258,6.229127296561981,4.46946476924295,4.132127084497103,4.426638295105106,3.6868268804530526,3.4011747381358703,4.9030337524754275,1.7145806823630059,2.8855509530747763,2.83233306790279,2.4203858942371514,2.7620633537346153,2.5119225603966875,1.807293295481162,1.7339754407561658,1.595461139914809,1.2481708252537524,1.3676934719751557,1.1103954122563577,1.2879198163198764,0.7536575506301633
CMAES,F13,1.0475358963012695,"[ 0.89493763  1.83443681  2.59267941  0.54077751  0.77533573  1.02794062
  1.1791058   0.73723568  0.02443795  1.11605658  0.60450954  0.90971825
  2.23270209  0.03167249 -0.05126788  0.46807879  1.29867405  1.00486956
  1.13072157  0.70755031  1.0789364   2.03413707  1.45122214  1.40063421
  0.19107975  0.7273182   0.76485117  3.05924444  1.51705282  1.29431628]",1855434565.7684789,1818150671.6367934,1777818388.5214674,1766059556.827049,1705074984.0050528,1643869523.2851295,1632800371.895867,1589434023.181169,1583033168.264121,1534290980.6345036,1499184249.5858755,1402696414.3468595,1278677589.797965,1236747977.719672,1188267865.1230867,1073293433.8055019,1022970372.5504189,881927870.3204545,825211666.1266999,737285791.0538455,647200259.620403,531932235.9437957,393625584.8017863,388131388.46173763,288077884.2168741,190254789.94982865,157494826.49424976,173467753.53858736,91900783.38662258,125086208.84439442,40556920.295651,41262826.79524514,79792719.28214894,115459290.25100634,122026812.27141637,52583794.9631133,42422496.35293324,39328652.35366014,17785601.27883633,33655223.500698574,8065994.5116794,24668295.71303281,41657826.22817015,49191101.51696601,27345416.39961569,15043970.498027144,8356203.292292125,12991442.782813963,7804797.081487559,10680372.491729202,5311520.537099342,4720619.36651118,3096670.135600479,4030609.8561444613,6440238.068855996,1218629.406724717,2243251.591633572,2391269.0101115336,2522003.394128436,1906744.6410682895,643842.8878596078,699842.2541639091,1732976.7445198412,1123310.2459520586,442701.2044779557,290719.40854349406,113822.54144559988,95836.46532675506,74547.66383191301,40225.01989283041,50626.896198102615,549.5682415587748,10185.737974165491,823.7401646408695,5727.492874682944,2742.0304046078427,700.9179060283935,1316.6276532485008,510.65022361835383,84.36180690856996,52.27577268749003,4927.009235030583,302.9070642030649,671.9519473944081,44.21946950790242,37.42626520380235,35.72519560752044,63.31500739815311,25.45017939666487,30.13773785009354,32.749437547503085,24.907313513958776,20.928437030274075,20.936488198539728,25.183977507293907,16.403732422066344,16.928911406927035,12.103472948874165,14.34012222416085,14.622751228079203,9.874443738876828,9.71278106402775,8.893484222395236,6.646381346252112,8.96917497025727,7.609230399191201,5.935948358038974,6.203987630380286,6.317023785129455,5.058499652352528,3.544391194532338,4.299298091104312,3.51622813959862,2.780074364470071,3.477253763239345,2.708649793711293,3.0191107662429375,3.3133734222200397,2.9080479737908638,2.678976169138624
CMAES,F13,1.0645077228546143,"[ 0.99941591  1.54822119  1.07296839  0.96170433  1.17531114  1.34222039
  1.63090331  0.47522215 -0.00756253  0.32065619  0.09467038  0.43532859
  0.78127744  0.08503906  0.79391221  0.35902407  0.86350024  0.47539965
  0.97654886  1.28370329  1.53412857  0.51639021  1.19241321  1.54757064
  0.97192598  1.36182428  0.67552797  0.82462181  1.57990893  0.76131488]",1974340330.038335,1931832626.525031,1910441695.1293664,1868744835.875535,1807078141.2773333,1747939944.9436483,1679256934.9079685,1644526762.362219,1597832663.1407588,1449696456.9865115,1385870968.2224166,1262740418.0544538,1160638942.3974857,1035508689.3000935,932227431.3201146,732191136.9511762,700530189.3099728,575965946.1454426,563175518.3671361,390311225.3642806,250761595.89041042,269171399.5325021,282447240.0485517,198871652.1707042,126353145.68869834,110957487.94640677,95139383.4418335,76238486.3590976,148961440.03101847,160535860.6772636,103534710.38982373,78001241.52177554,87922022.68897027,99247096.91125156,46147880.4021125,82217155.71862799,116786413.92728746,56470285.17314347,32192838.833996736,30161064.66634392,40636513.759256184,8321703.339835683,8041385.291055611,5893500.442570982,6306242.23316421,3023844.262574208,8284651.77289457,7943750.955075318,5558392.079965941,5013915.948707271,2088042.3568435519,842274.1403651295,2397971.9886647537,626052.1677840783,471908.80500079144,549714.8061150457,673577.8675257025,277356.1127134536,293029.7399183541,114539.27552830629,48781.968367721805,44550.800218793556,27336.760775561554,39838.065285764584,61447.29855931666,18163.4176772118,13996.52619117537,3762.7367868094743,6429.822263968718,5383.034419182773,345.7522114055727,11692.137309221293,664.6333700384748,108.48430422378769,2970.211596157542,68.70840012575118,165.20610044080527,567.9157313669612,141.54681281230987,28.02619046473843,21.19736777911961,26.544797188042978,20.69382007778309,21.14817220200377,17.946620266754294,22.26143808542123,20.830282763254726,10.69681924334541,13.186256640364642,12.730109118825492,11.347003566471729,12.606290226850254,10.57662421253891,8.697679548504476,8.890366682099417,8.730745223652624,7.58323864580908,8.389140498045041,6.147146408851622,5.863422836333738,6.194568749343562,4.488437945866913,3.784165300126192,3.4407294651904077,3.6528240365143954,2.853499185443738,3.34199389482584,2.569030755900287,2.6507864921422026,1.8531522440837684,2.2844862449486723,2.3717547614645222,1.788812814764011,2.315193233016864,1.7765800176540507,1.587572185671701,1.6266113018165727,1.3515905920374949,1.2066452570847535,1.0749324287761952
