Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
PSO,F5,1.4143552780151367,"[-2.07289554  1.73323865  0.2788993  -0.54385772 -0.6166655   0.53798373
 -2.14761091  1.44316721 -2.47116272  1.27289562  2.11375202  1.96603249
  0.03809012 -0.92299654 -0.75544865  1.59357523  0.74143911 -0.56670492
  0.34815561 -1.06834131 -2.13261842  2.14310018  2.38297363  2.22531098
  2.23160016 -0.08928573  1.49643622 -1.60231538  4.62170321 23.5911426 ]",282262492.0126403,105139407.65592043,44205487.381104596,12813939.680429611,7213118.778736303,6805335.226325942,4459070.958615474,2990216.679745759,2990216.679745759,2990216.679745759,2446304.7466614908,1561462.432414685,1526423.8776501743,1084134.2414860853,704993.1080712205,576724.8849824693,496190.5832147999,496190.5832147999,496190.5832147999,376509.8549206584,376509.8549206584,376509.8549206584,285041.1795052012,285041.1795052012,285041.1795052012,199931.29016327093,199931.29016327093,142394.32081889804,132448.1049357677,132448.1049357677,112567.3503246308,112567.3503246308,112567.3503246308,82603.01054456149,82603.01054456149,72083.5329948792,72083.5329948792,61192.41384438541,61192.41384438541,45084.11270196699,45084.11270196699,39541.48919246087,39541.48919246087,39541.48919246087,35246.56745911249,29577.63252856483,20823.7940450608,20823.7940450608,20823.7940450608,20036.72912247559
PSO,F12,1.5826773643493652,"[-1.01271269  3.07825972 -5.14502798 -0.98203699  1.59013355 -2.24610049
 -2.27830852 -1.31633237 -7.17077405  6.59419061 -1.00010505 -1.97689795
 -1.72627802 -4.39900569 -0.74943165  2.78320464 -9.63319132 -1.1823089
 -2.75079565  2.11496869 -4.57768578 -1.03435407  3.84448828  3.37358775
 -5.09408474 -4.16201441  2.53467977 -0.99177608 -0.26343203  4.02837907]",680154227.307096,307125387.447184,118809439.91465458,52815432.40555484,14626531.062487623,3249959.066660551,102661.71330350402,1886.3327744473975,1886.3327744473975,1886.3327744473975,315.56610930714476,315.56610930714476,83.80245322443707,63.543523522439514,34.424552838400984,34.424552838400984,34.424552838400984,22.27482338206149,22.27482338206149,20.30277384740001,17.505630996068017,17.505630996068017,17.505630996068017,17.505630996068017,17.50499789363018,11.893467981871229,11.893467981871229,11.893467981871229,11.893467981871229,11.893467981871229,11.893467981871229,10.873602921549686,7.756021096502772,7.756021096502772,7.756021096502772,7.756021096502772,7.756021096502772,7.756021096502772,7.420039835262443,7.308040407984136,7.308040407984136,7.194749915279465,7.194749915279465,5.206321740056216,5.206321740056216,5.206321740056216,5.206321740056216,4.783827244864909,4.637852116765252,4.266783642406669
PSO,F12,1.5649950504302979,"[-1.52183082 -2.56805165  1.46825709 -1.0355622  -2.20507143  9.05614076
  3.04207029 -5.37744189 -0.71604165 -1.98008093  3.88602117 -1.17191292
 -0.2374537   1.04637465 -3.54268645 -5.05520409 -0.36831601 -6.4264052
  2.7131999  -1.7102165   6.32727684 -0.87333708 -4.37318379 -1.34275589
 -2.90917081 -1.34911131  3.49157743 -1.26237529  0.79990284  2.33536045]",497200404.36376387,345238766.84412414,159363549.9369452,60267534.17155589,13903163.968163699,2264423.4605389014,475485.0299086238,378902.99382393586,39516.56440373897,7872.818003614676,7872.818003614676,7872.818003614676,6735.8906268948385,1592.568071655571,96.90971811929356,48.43777204597276,40.32170199020739,35.58048382409767,35.58048382409767,35.58048382409767,29.85929249356354,20.70159857845662,20.70159857845662,20.70159857845662,20.70159857845662,20.62334350369899,20.62334350369899,20.62334350369899,20.62334350369899,19.39708358700994,19.39708358700994,19.202275666086695,18.170303940022333,18.170303940022333,17.399800063008264,15.033681890248332,8.217427468677252,8.217427468677252,8.217427468677252,8.19574083573869,6.6832179730094,5.749476615397141,5.749476615397141,5.749476615397141,5.033681479570675,5.033681479570675,5.033681479570675,4.80390382222139,4.305197964369072,4.021979436134647
PSO,F12,1.5780706405639648,"[-0.53436851 -0.2369578  -3.29984585  3.50868419  0.09625232 -3.63235144
  8.03793699 -0.93228838 -3.68831711 -0.9604893   2.31878577  3.12009651
 -0.6422508  -8.07407961 -5.06839734 -6.37543793 -1.09002137 -9.01058344
  2.76063192 -1.19315895 -2.8837721  -5.27480615 -5.48550295  0.85669708
 -3.35032042 -1.38877097  3.44729714  1.91032233  0.45183679 -4.69274446]",533543026.4449297,320802530.6488746,131048765.36233954,47556585.454432994,14953380.429225456,2533983.9751255424,407288.0848967581,272085.3662718678,3237.674392294354,3237.674392294354,1186.7798250040032,960.876422207044,960.876422207044,960.876422207044,660.9739494776205,35.54979838526496,35.033003613242215,27.3771032197123,27.3771032197123,24.992626019018434,22.110779607979705,20.869170140088674,19.759000333162728,19.759000333162728,19.759000333162728,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.818918882961261,13.395286339759616,13.395286339759616,13.395286339759616,13.395286339759616,12.230773497031512,12.131124607907939,10.980126667322443,10.980126667322443,10.980126667322443,10.980126667322443,10.980126667322443,9.634747001331121,9.634747001331121,8.111927566483677,8.111927566483677
PSO,F13,1.6119179725646973,"[-0.18923274  3.88924661  0.89728979 -0.50531093  2.74527601  1.74253833
 -1.03364533 -1.54197858 -1.25271927 -0.73970396 -3.52366972  3.91858367
 -0.69744222 -4.03610465  1.52742364  1.10289817  0.15684324  0.79134639
 -1.78905035 -2.65307315  2.0214407  -0.82576325  2.81686712 -1.68059406
 -0.02610583 -0.97943617 -0.93283151 -3.56908469 -2.75329212 -0.99367898]",1396644965.8495767,753110120.3907319,443367236.99663407,183522964.90031013,68568067.92300722,12552632.671151586,3719707.053798442,1120695.1832575465,1120695.1832575465,955762.443879853,182120.5345358465,182120.5345358465,180924.19573286612,84123.59740542842,75995.91683018049,12914.899355796111,12914.899355796111,12914.899355796111,12914.899355796111,8941.352201200369,2999.00051890158,873.2770724334489,696.7142079856459,696.7142079856459,362.8463882064298,116.32619720550235,116.32619720550235,116.32619720550235,116.32619720550235,82.33797467891097,73.31865315158925,73.31865315158925,73.31865315158925,73.31865315158925,72.18427176240674,61.33782500410628,54.80886146801903,54.80886146801903,52.43862084409881,39.48704539433466,39.48704539433466,39.48704539433466,38.03809197952462,37.328839165716175,34.519290968619565,31.299909248794805,31.299909248794805,30.644440846053744,25.361306233367383,25.361306233367383
PSO,F13,1.5973308086395264,"[-1.05100428 -0.89247434  1.71691549  2.96338599  2.29722435 -0.78214259
  1.19377961 -0.47067235 -0.42954999 -1.66781354 -1.63990494 -0.78476059
  0.47189371  2.15729278 -3.20290375 -1.11491584  3.52029684 -1.39771519
  0.23983005  1.39273578  0.50986604  2.03766531  0.77091443  2.07768022
 -1.18388511  0.07924326  1.2680458   2.90345642  1.23723575  0.09370684]",1024801373.650002,699927502.2211173,377530164.6771586,167814491.5024905,64709906.99116748,15603526.234238612,7173742.6025725445,3181686.8712779344,1708905.6072142564,1210670.2062121583,873324.4503690741,592139.3995789284,542537.6194592267,532512.7876728377,266383.51711574255,145299.42114637033,145299.42114637033,129451.48165493949,16318.79246572191,16318.79246572191,13600.452432659806,2781.211805422412,2781.211805422412,1633.2116953767886,1375.4005333060927,895.971795431114,415.0838932757344,127.9842059159118,127.9842059159118,127.9842059159118,85.98827095500806,85.01504509059099,85.01504509059099,62.87288517696089,32.763162521122055,31.710258926454173,31.710258926454173,25.60307175201067,25.60307175201067,22.491500902039395,22.491500902039395,19.196968947735723,15.781657017011561,15.781657017011561,15.781657017011561,15.209719833111059,15.209719833111059,14.623975867880246,14.623975867880246,13.935818720693073
PSO,F13,1.6035587787628174,"[ 2.15528338e+00  1.48887326e+00  2.06321900e-03  3.42680538e+00
 -1.08461839e+00  1.77043425e+00 -1.20641226e+00  3.02722914e-01
 -3.01509829e-01 -4.32785673e+00  2.98791495e-01 -8.74101771e-01
  1.36848724e+00 -1.72640893e+00  4.67724897e+00 -1.81798983e+00
  1.03309156e+00 -6.20032444e-01 -4.38589578e+00  1.99303947e+00
  1.61193328e+00  4.07919962e+00  1.42480656e+00 -1.75765545e+00
  6.87208270e-01  1.15600936e+00  1.21547215e+00  3.51586807e+00
  3.55570022e+00  2.46952040e+00]",1323757595.859161,869020604.3009381,400727696.54861194,172242144.21260044,94643535.63092373,51440117.36415771,17354893.785585,11479339.240754785,6613467.344236245,3612390.0728448033,3612390.0728448033,2217779.041628847,1879804.180483748,1501391.967123858,668236.4353938535,632632.7507752882,319706.63140505686,183184.46949660615,183184.46949660615,183184.46949660615,183184.46949660615,172024.99632440828,105339.29999326782,28034.617048807515,28034.617048807515,19501.727144839606,18976.178540548965,18976.178540548965,14267.533048499405,14267.533048499405,7164.351048762532,7088.843271962643,2791.830202637059,2791.830202637059,2791.830202637059,1247.7061966527745,1247.7061966527745,1247.7061966527745,387.5506745237409,215.49533567636092,152.5273472174475,67.24109991836522,67.24109991836522,57.8128256276042,49.5112300203912,36.91134052044276,34.49551435708672,31.127322784354817,28.300156395997075,19.294717072766595
GWO,F5,1.4985175132751465,"[-0.65054752  0.32209652 -0.19721605 -0.14882343  0.24298759  0.01694253
 -0.29887493  0.26528656 -0.30283367  0.27042253 -0.12424288 -0.45528409
  0.5724039   0.51592922  0.26925408 -0.32103196  0.48430477  0.44175511
  0.30966469 -0.19689144 -0.0362264   0.1854017  -0.23895154 -0.0681367
 -0.14007634 -0.28748277  0.25809899 -0.19532433  0.29872456  0.18642242]",203222121.6422291,198465378.37116736,120722539.60027632,56231821.24847472,39250226.469391815,20945241.171825804,11973983.95490132,5735989.928919128,2125772.506661592,1151105.3728369279,579532.9716763231,524247.3147709663,221151.69685547886,149935.91409723373,83773.17775642125,46293.508895819665,31205.482402921156,18128.636959074265,13204.452334677442,9510.440645871256,6810.6234792095165,4971.6546010361635,3669.21977484637,2991.313253855314,2133.6828077327814,1735.377104826796,1075.1443719579174,992.7302852977112,844.9748400856564,719.570165511259,649.6476483091907,531.4330987671375,447.58577736509795,428.21172619396475,405.0371906534787,370.7621867162166,311.0101493335544,311.0101493335544,296.97105202488063,278.7808454900351,271.7802562834284,255.6861920360044,245.60004556778782,235.7344207653342,226.902083234883,220.82970719319567,217.75207207691213,211.3297440436692,209.64025267190723,207.48484325299017
GWO,F5,1.4853477478027344,"[ 0.74924101  0.69084064  0.18620546 -0.70791062  0.91430054  0.95367579
  0.96154889  0.85427546  0.80718624  0.59032858  0.39006462 -0.4903639
  0.36076076  0.11213179 -0.52717318  0.04526266  0.66462796  0.53590096
 -0.07637222  0.60884042  0.54449208  0.21535559  0.42288724  0.24999568
 -0.42181092 -0.55152103  0.02785052 -0.2792914  -1.28679709  2.09423131]",324740792.84124154,137983447.92265132,137983447.92265132,50705982.28451199,50705982.28451199,42075796.546101965,41169689.33820013,21018215.58265407,12254167.656777825,6587724.919842939,3041100.902348429,2067002.6788541048,1462575.6977546345,918240.3268858742,518418.0938092275,341679.56387217646,213629.86576964406,115310.33913221858,64681.011119218216,35384.92424383217,30648.831865773238,19781.45008539219,18666.969343241584,12341.535397360865,12341.535397360865,10661.536528674947,7686.26692970716,4853.695546788535,4301.189487947051,3285.139450584994,3283.778399540777,2218.3094992151737,1993.1623439494936,1666.2706627141097,1430.6557937798957,1321.3970696414126,1164.2057236185349,1102.3251715823224,1001.3333344349597,912.7272274274683,833.4167306632052,754.6573506317093,733.2268695888808,701.5144186542426,663.3735805797709,649.8999409625375,632.1888666475319,617.3687451337842,607.105930618185,599.9320685257482
GWO,F5,1.5102496147155762,"[ 0.29029549 -0.55428782  0.47820888  0.26409465  0.56114811  0.56892562
  0.4632041  -0.23653405 -0.44385869  0.35781546 -0.22181933 -0.46696406
  0.39822521 -0.50872075  0.39472342 -0.35677078  0.01044013  0.40270897
 -0.29489052  0.1470491  -0.35606155 -0.45968068  0.56499427  0.15291607
 -0.37206597  0.44313532  0.25817857 -0.4127182   0.36738751 -0.52754672]",282262492.0126403,206378735.16941473,179103604.71084028,174245735.50396287,102924125.58999483,52328194.2221625,25048202.88142302,16166750.267696898,12179689.929447073,6436134.835279863,3871305.7510821386,1613752.5968909345,1309915.506487085,1151596.7306165698,667075.5573453369,411048.81974747713,209613.56372351825,148041.12289371341,70725.65553696225,48916.585046124266,31827.525082939617,23489.348786931216,12112.59479890247,10898.351596330325,7206.144946687823,5843.6579743928105,4340.174973617644,3667.841000903813,2682.3167835368868,2237.075150338598,2077.438592822601,1728.0162480834545,1434.367062162916,1266.708805183567,1162.960616573328,1028.3794294254774,904.7331846280815,848.774684759085,791.3032557699177,706.0314160854109,667.6393926545566,625.6756575368901,575.1052359010282,537.7983014832348,522.8081257654684,503.6485296057248,493.81292335814294,485.82316321075245,474.78842802090145,468.5583325865316
GWO,F12,1.652564525604248,"[ 1.97664537e+00  9.88058688e-01 -1.75975107e+00  1.81103951e+00
 -1.29022184e+00  7.69339735e-01 -8.21391863e-02  2.58346136e+00
  2.81964249e+00 -7.48102618e-01 -3.32454905e+00  6.74114095e+00
 -4.98757522e+00 -5.00291984e+00 -4.84132212e+00  3.00489296e+00
  2.60236402e+00  5.72396185e-03 -1.97951598e+00  7.85062206e-01
 -1.69381213e+00 -2.07198356e+00  3.51312935e-01  7.99979218e-01
  2.17641408e+00 -4.92815053e+00 -9.74899827e-01  2.41829360e+00
 -6.59093273e-01  2.13099811e+00]",680154227.307096,568014797.8904543,292848334.46443343,89336650.34634253,22782981.318467952,22782981.318467952,9478562.33604734,5224627.327421191,1384873.1125487452,492787.6693324307,170364.26508542593,36341.82946673897,6080.584974052582,22.31619203774673,22.31619203774673,15.975315554017875,15.975315554017875,15.975315554017875,13.964390670067326,13.964390670067326,11.830708903653242,11.830708903653242,9.699567468078419,8.5995786403399,8.371223139927798,7.26093821493468,7.26093821493468,6.467979969130777,6.467979969130777,6.279263467411898,6.279263467411898,6.279263467411898,6.279263467411898,5.691560407639739,5.660099629419074,5.562166620336381,5.0699791715730465,4.880451944221372,4.880451944221372,4.641339462797936,4.641339462797936,4.462803309825425,4.445208488194714,4.34422251964297,4.340468375058029,4.286204687875736,4.255282089738551,4.184342652526216,4.154914874144928,4.1030870698119735
GWO,F12,1.1380021572113037,"[-9.54419805e-01  5.51476394e-01 -1.10506738e+00  1.31088895e+00
  2.75306838e+00  2.96763493e+00  2.90774877e+00 -1.06411287e+00
  7.94670395e-01 -1.22067477e+00 -3.47819149e-01 -1.49527787e+00
 -1.35809726e+00 -1.48421023e+00 -8.27034797e-01  1.24806089e-01
  4.49035273e-02  8.41181384e-01 -1.22777450e+00 -1.86136435e+00
  1.91265325e+00 -1.01345872e+00 -1.65725048e+00 -1.25775717e+00
  1.32786235e+00  2.88246133e+00  2.69929528e+00 -1.57783995e-03
 -1.13329777e+00  7.88977894e-01]",497200404.36376387,163598547.15831354,149781223.82142496,100525529.78630562,22997509.800631434,22997509.800631434,8422994.01518805,2481731.524051401,1444166.648953271,210308.96626383526,14422.391144704357,5012.242601911382,27.063190983022885,19.747123955665433,16.802459631987638,15.243621525796339,13.70446954541059,12.262069596356485,9.392071812311526,9.392071812311526,8.09757813303313,6.745822188721969,5.314520697340896,4.683137376823554,4.1679332630899,3.422491306384173,3.094791621300495,2.455380728870326,2.2437759231031533,2.0997627121913953,1.988446175045096,1.897326307808442,1.8606808830426673,1.6875778334496716,1.6875778334496716,1.637682107390916,1.637682107390916,1.6324218256462562,1.6324218256462562,1.6092627762142058,1.5579921272239456,1.5356777183491896,1.5151642792416362,1.4815850919388076,1.4720705132576333,1.4689937063100633,1.4559022473617171,1.4511028577492255,1.4389491980784552,1.4285839740691733
GWO,F12,0.6755297183990479,"[-0.40304679 -1.04847224 -0.05078573 -2.41009715  2.79138929 -1.21998356
 -0.14016408 -0.0697703   2.38169034  2.96623051  2.96169409 -4.99846161
 -5.02134955 -1.1665712   1.68132424  1.99025357  2.81918405 -5.00414784
  2.88096559 -5.03481736 -4.71882441  0.32504553 -0.57770019  3.09966003
  2.85451972 -4.91274822  2.74904092  3.00728382  2.95879919  2.86208721]",533543026.4449297,271461257.67699635,144231405.04494506,144231405.04494506,51389906.49936616,51389906.49936616,19816868.10907364,17627308.809981067,8616095.78496172,2992166.6454507736,117377.55703496175,34343.20226629869,34343.20226629869,34343.20226629869,22124.450532105035,2509.5094002599844,1379.0452724105492,526.7265798333249,20.122815249035206,20.122815249035206,15.782392107101119,14.575257145695419,14.575257145695419,8.507613713260916,8.507613713260916,8.507613713260916,6.236490212765759,6.236490212765759,6.236490212765759,6.020123962918567,6.020123962918567,6.020123962918567,5.541623728431785,5.270036383436096,5.270036383436096,5.270036383436096,4.372359017510709,4.150914112976658,4.150914112976658,4.150914112976658,3.9874917999961466,3.8698392678129787,3.7847183858260394,3.6889573485122074,3.6177409902753888,3.5954464601550598,3.5573977302075015,3.5077334051983176,3.438102691153628,3.352996282972688
GWO,F13,0.6916098594665527,"[ 1.79427407  1.08673983  1.3582139  -1.58151188  2.00229867  1.47682249
  2.63318348 -1.01295024 -0.77296315 -1.42368023 -1.362252   -1.00091977
  1.97037509  0.00488091  1.5255102  -1.34056304  0.36741064 -0.78302278
 -0.67221538 -1.05899956 -0.10126097  0.41682449 -1.76150241 -1.02427044
  1.69735021 -1.43156587  2.31574639  1.65236643  2.16393489 -1.01533821]",1396644965.8495767,424642634.09675324,423270930.9450663,288753036.56795615,216791822.3531021,146603542.68274182,108136495.66601066,18141903.82923916,18141903.82923916,15324456.318409214,9763838.360379739,2229534.66636439,1138969.9259195095,722268.7551995286,240751.62082585617,38570.69098580273,12376.615020381922,11102.910881820613,6518.972533097949,450.62673383831907,185.06643681970598,47.5099773827673,41.75309499244399,36.307636268610004,33.58530592105716,29.365144994522026,27.735512114820065,23.084964426710386,17.827716860141404,17.570932430120962,15.851285841928018,14.07061153338706,12.47210994218645,12.040733153326599,11.035958494430862,10.516026814977204,10.516026814977204,10.516026814977204,10.516026814977204,10.516026814977204,10.516026814977204,10.516026814977204,10.516026814977204,10.467788377892125,10.467788377892125,10.246442500761033,10.023844509898709,9.87134915023897,9.87134915023897,9.515747343998711
GWO,F13,1.2907829284667969,"[ 2.918959   -0.67392383  0.09822151 -0.96476002 -2.9338049   3.07194467
  2.44644388 -0.34669891 -3.41143274  2.38125395  0.39209297 -2.50049504
  3.36271125  1.66190682  0.27001739 -2.23706318  2.34070424 -2.70265843
  2.99359188  2.7154293  -2.0252901   2.31367909  0.0643576   2.42874416
  0.28763434 -0.28630476 -0.34576093  0.35548429  0.77254265 -1.05376609]",1024801373.650002,1020102904.8862256,576277405.9878234,330062279.6394245,258076636.66578853,130926850.08427823,130926850.08427823,49717560.75398186,28450518.6338921,5976421.984789128,1385805.5985552361,595407.5519561236,425363.6140141342,207859.97275336616,100615.57955903989,21123.782801355745,20714.52237659662,6924.217750346252,1025.8577685100386,1025.8577685100386,484.48146511813826,484.48146511813826,484.48146511813826,381.2068673968718,146.8987044720784,63.83280157013775,39.800838162371235,33.91062449233076,30.308936246648063,28.079409563128987,23.616139704442265,23.616139704442265,23.360059581037337,21.95022361985612,18.428489365614485,18.363700728777726,18.043049833550484,18.043049833550484,17.304190873814882,16.824933221326326,15.626561638782732,15.626561638782732,15.462132804510412,15.462132804510412,15.462132804510412,15.462132804510412,15.462132804510412,15.462132804510412,15.462132804510412,15.462132804510412
GWO,F13,1.6856653690338135,"[ 0.59930454 -1.33349656  1.94880583 -0.63734259  0.88940538 -0.4435079
  0.05424045 -0.65980238  2.20262846  2.02436664  0.95712059  1.17809197
  0.58137446 -1.22608083  2.4105337  -1.47228996  1.97348007  1.06839119
  1.36311425 -0.94658604  0.48808159 -0.71020005  1.33152334 -0.44430073
 -1.41011095  1.64391492  1.28785509 -0.55998448 -1.33263951 -1.04544118]",1323757595.859161,769331022.5511082,538219452.7652762,164119207.59253043,102452891.08130984,47584162.54048297,29406418.07452798,9507808.297910798,6709656.093755143,3367308.831999571,1433947.9766208287,1433947.9766208287,505082.7506924136,159230.68785184578,48039.57736952824,9034.706899620882,3637.9581844961886,1568.139104994214,43.70955250680058,38.866671394435095,32.06100825140397,27.432880214913776,22.705142378696646,20.705359658220107,18.713011168173114,15.355092273545521,13.2541454203469,11.47188720330402,10.46292793125552,10.362818534342141,9.828507977651388,8.897268665907605,8.897268665907605,7.881938696378045,7.881938696378045,7.850622840209326,7.850622840209326,7.850622840209326,7.850622840209326,7.850622840209326,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875,7.748946832328875
