Optimizer,objfname,ExecutionTime,Individual,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50,Iter51,Iter52,Iter53,Iter54,Iter55,Iter56,Iter57,Iter58,Iter59,Iter60,Iter61,Iter62,Iter63,Iter64,Iter65,Iter66,Iter67,Iter68,Iter69,Iter70,Iter71,Iter72,Iter73,Iter74,Iter75,Iter76,Iter77,Iter78,Iter79,Iter80,Iter81,Iter82,Iter83,Iter84,Iter85,Iter86,Iter87,Iter88,Iter89,Iter90,Iter91,Iter92,Iter93,Iter94,Iter95,Iter96,Iter97,Iter98,Iter99,Iter100
SSA,F13,4.591979503631592,"[-5.4345216  -5.40256938  2.04315185 -0.61086551 -0.08073258  1.09910046
  5.29039428  5.66657497 -0.62394191 -3.18116584  5.578312   -1.16125444
 -3.71120946  5.41439898  5.52294945  5.70855103 -4.0735916   4.59906847
 -5.50823202  5.03426247 -5.02101028 -5.6449525   5.22128531  1.5764047
  1.40398169 -2.18838947  5.62766042  5.31376496  5.55500194 -4.61781564]",0.0,97860960.23607486,18511749.339580096,16965827.73034244,12327200.239875052,9891535.52208377,8065625.701221013,7037762.769848933,6548217.207513465,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,6392263.718683675,4755371.579138017,3353596.2196453903,3353596.2196453903,2483201.731398127,2483201.731398127,2090224.966687882,974880.1256028189,974880.1256028189,807207.9734030031,353380.88764429477,257592.83280239758,213753.9791151081,132857.99375396845,102230.89293651324,73000.91105774321,43742.656027376725,27701.299099117306,13371.887155882307,5593.177814846346,3662.519505421784,2469.1561563623854,1666.9436649964166,1117.1827522713043,898.6202334414033,668.5137975270928,498.8810138717613,458.8016905733632,408.27477480910227,394.22409355442875,341.6469585096492,306.9190881630778,282.0892722563812,269.56363968642154,255.55046546189442,239.42452927713973,227.9877189975213,221.50777324219158,217.436097835717,212.3387830860529,210.35837254295993,208.83882148086977,206.76961969254774,205.2753674542417,204.0454920828601,203.12794544991885,202.4909812962281,201.87651142460882,201.46825989828497,201.1665903374536,200.96834785762152,200.78117589712582,200.6297675679649,200.53006644565363,200.4223995549478,200.37379210910825,200.34047423203964,200.3143582374012,200.28988069659593,200.27580737901985,200.26112039574318,200.2524669855875,200.2431076835873,200.2397279578637
SSA,F13,4.603054523468018,"[-1.56621556 -4.00508011  3.33263939 -0.64498574 -2.62565605  0.33968607
  4.89705693 -3.66978368 -3.65947928  4.99652494  4.99835568 -3.00307228
  0.9952398   4.28036908  4.32170742  2.98829131 -0.08160939  4.91437034
  4.99969553 -0.99825484  0.67866126  2.66501927  3.29862492  2.51655015
  1.41275294 -4.25003706 -4.66543927 -0.33127744  5.05759347 -4.57683988]",0.0,56718332.847832166,7947353.08282105,3888104.2582339365,1916368.8110013043,1161288.0798276828,769918.2442646526,524746.3234828635,425352.0801195363,347647.29526737466,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,334424.4498956617,196389.29736116328,162667.56701494372,73848.12850666718,72084.41848153662,44810.47791576716,8847.616807510063,4400.88682327964,2387.7357584803485,1094.151056079378,611.0305978523559,234.6757485521055,126.75590062482974,66.90910925135444,51.22535269681581,51.22535269681581,50.18605864257387,46.69366505255231,46.69366505255231,46.69366505255231,46.69366505255231,45.149482100183064,45.149482100183064,44.22029822120308,42.27033658440348,41.28211132268369,40.348689768162856,39.12308432192164,38.70510141965759,38.4619381148212,38.07949157516823,37.78291370978622,37.571755993432184,37.3775049028301,37.29760695113624,37.2093610141404,37.143276255330484,37.10207713941737,37.05677945353951,37.032042475596874,37.00926236222479,36.99999105268536,36.99178798543545,36.98356070132229,36.97680168780927,36.97329231923539,36.97115619226911,36.968358119259634,36.96617868722643,36.9636605918996,36.96269472493877,36.96147254975107,36.96090988534716,36.9606268209576,36.96036123672756,36.96015113322702,36.95990233084846,36.959720031983984
PSO,F5,2.855848789215088,"[ 0.21740234 -1.38701422 -0.32857487  0.40264124  0.26831515  0.250764
 -0.57163812  0.03942054 -1.67680733  1.01039611 -0.87284644  1.29042942
  1.24040246  0.48983984 -0.35432087 -0.63872099 -0.57876856 -0.4723062
  0.92926716  0.88865882  1.11458416  0.83227067 -0.45709179  1.22313891
  1.46005549  1.15220894  1.24027653  1.06778361  1.51263287  2.18926035]",203222121.6422291,134121250.12876405,56611125.0034008,17014871.53071375,6659606.766985882,6406180.311511377,6318790.378422147,5391279.413263532,3558384.2687159614,3089922.8598092217,2127893.7974635214,1881498.9615954706,1881498.9615954706,1881498.9615954706,1881498.9615954706,1434911.8914831302,1337558.4950348523,1337558.4950348523,851286.4121122466,758548.7672534194,596852.1077367597,575344.9109962286,419606.3286229729,362263.9583134487,362263.9583134487,362263.9583134487,362263.9583134487,362263.9583134487,362263.9583134487,309203.96366898465,302798.26521277236,261122.41757000296,219183.8885655967,153769.52045981167,153769.52045981167,153769.52045981167,153769.52045981167,153769.52045981167,138129.3937719523,128869.84442557007,128869.84442557007,126549.58593147293,68377.68596302014,68377.68596302014,68377.68596302014,61801.417413183284,61801.417413183284,61801.417413183284,61801.417413183284,61801.417413183284,61801.417413183284,54655.954950677806,49037.40898820588,46833.551039360085,43354.36757910836,43354.36757910836,43354.36757910836,43354.36757910836,42064.248920665756,42064.248920665756,42064.248920665756,35781.5425346291,31837.424163126656,31837.424163126656,22913.908394974776,22913.908394974776,21843.344238635455,21843.344238635455,21843.344238635455,21843.344238635455,21843.344238635455,18101.58676447568,18101.58676447568,14222.486146692101,14222.486146692101,14169.01434808038,14169.01434808038,14169.01434808038,14169.01434808038,13391.121828422509,13391.121828422509,9906.598593255389,9609.34815848581,9609.34815848581,9023.823552019565,9023.823552019565,9023.823552019565,7531.456620571154,7060.614441405173,7060.614441405173,6179.362896729441,4895.033136160432,4392.55000346825,3751.061136228616,3628.9342751398535,3130.3506079040503,2980.323668980129,2684.5000601958927,2684.5000601958927,2633.73562349829
PSO,F5,2.826782464981079,"[ 1.04137758  1.449251    0.81941559  0.38378353 -0.91655684  0.66618832
 -0.51985529  0.40165579 -1.14622234  1.48439495  1.67487746  1.11174167
  0.40595594 -0.39980094  0.71665097 -0.44344596 -1.080535    1.237983
  1.22935482  0.75761221  0.1753555  -0.87962324  0.74597281  0.34502984
 -0.59589264 -0.41716099  0.82312018  1.20810236  1.52879189  2.32226868]",324740792.84124154,146501414.35985005,52481918.78512181,14674664.26089033,5170192.91508302,3669390.7439584984,3669390.7439584984,3041690.225421019,2882618.783800096,1974794.9198661721,1974794.9198661721,1391987.5086897942,1391987.5086897942,988984.5300812816,895975.8294611874,559423.285621233,559423.285621233,559423.285621233,559423.285621233,559423.285621233,452326.9450321764,435496.5323962709,386588.52165105735,360616.76791183464,246289.5041838956,246289.5041838956,230529.57347200913,230529.57347200913,212206.53904893497,115416.6805075636,115416.6805075636,115416.6805075636,115416.6805075636,115416.6805075636,115416.6805075636,115416.6805075636,115416.6805075636,96315.62984480764,92603.63779291937,92603.63779291937,92603.63779291937,79973.41186831682,79973.41186831682,79973.41186831682,53023.69119429377,53023.69119429377,32447.854434816185,32447.854434816185,32447.854434816185,32447.854434816185,26600.39513785246,26600.39513785246,25585.76648983351,25585.76648983351,25585.76648983351,25585.76648983351,25585.76648983351,24015.619040935373,24015.619040935373,22402.758961818985,22402.758961818985,17452.61685196417,16546.933339997315,16546.933339997315,15296.824047803926,15296.824047803926,12425.302938345967,12425.302938345967,12425.302938345967,12425.302938345967,11113.534609717499,11113.534609717499,10876.243923630134,10530.382686531397,10530.382686531397,10530.382686531397,7681.824563592605,7681.824563592605,5650.375145299092,5650.375145299092,5650.375145299092,5460.998539159539,4812.350620731372,4677.982005534854,4488.7689607423545,4094.455884011556,3889.9607209830915,3378.131189706815,3155.829681229598,2851.926884135054,2640.19630871201,2489.5837781592595,2363.2073367877215,2363.2073367877215,2256.433059229991,2186.834405429703,2104.974667509955,1653.8471800312236,1653.8471800312236,1653.8471800312236
PSO,F12,3.118112564086914,"[-0.8873592  -0.34071936  3.05470944 -1.01362212 -2.31603279 -4.98545158
 -0.89330217 -0.51901613 -0.92461848  0.21555877 -1.2492785  -1.95814377
 -0.52325482 -0.85872635 -1.10871054 -1.06693116 -0.48032139 -1.23355017
 -1.33018194  3.22150425 -0.94800991 -0.69227595 -0.5537758  -0.07400005
 -0.46274926 -1.0198895  -1.14619306 -0.96308018 -1.08355104 -1.87794454]",663065871.4128716,324215532.01409805,145151732.22865558,43611636.107407734,14080132.994778037,3695557.2043453013,1550186.974206701,1118382.2670915674,253205.78741093143,208396.56457945702,208396.56457945702,62983.52281630759,62983.52281630759,18581.158698282517,14882.869953929207,204.2554324417654,26.181263397780906,20.727600632529487,20.727600632529487,20.727600632529487,20.727600632529487,20.727600632529487,20.727600632529487,18.44276176793631,18.44276176793631,18.44276176793631,18.44276176793631,18.44276176793631,12.03274742304595,12.03274742304595,12.03274742304595,12.03274742304595,12.03274742304595,11.187959883767686,11.187959883767686,11.187959883767686,11.187959883767686,10.126458319706982,10.126458319706982,8.447973230944628,8.447973230944628,7.338530726354355,7.338530726354355,7.338530726354355,7.338530726354355,7.338530726354355,7.338530726354355,7.338530726354355,7.319335496495987,7.319335496495987,6.94296928297152,6.94296928297152,6.667545481988466,6.667545481988466,6.667545481988466,6.215543935572342,6.215543935572342,6.215543935572342,5.7095094958437835,5.7095094958437835,4.658093903376439,4.658093903376439,4.658093903376439,4.559541213649571,4.427250053424034,3.687071851037595,3.687071851037595,3.687071851037595,3.384369024230797,3.2791629298385314,3.2791629298385314,3.071161182564824,2.6395325065019795,2.6395325065019795,2.6395325065019795,2.6126067065887697,2.6126067065887697,2.3165992170677057,2.3165992170677057,2.285350683878432,2.285350683878432,2.285350683878432,2.061058870946857,1.9694245275726414,1.8743426449242855,1.2714636149534821,1.2714636149534821,1.2714636149534821,1.2377361835825218,0.9869895317605595,0.9424621247890167,0.8425805084773889,0.8425805084773889,0.7607155348314456,0.7377058351615043,0.64962300982881,0.5697101494178274,0.552495921502299,0.4717661267384734,0.4286119218240199
PSO,F12,3.1317338943481445,"[ 3.02429548 -0.96128263  0.50019325 -0.96267542 -0.83143121 -0.19675673
 -1.16634706 -0.95567174 -2.08437799 -1.13523353 -0.48432505 -1.00068412
  0.39899276 -0.99546305 -1.38956414 -1.06811823 -0.84533347  0.40795527
 -4.72597631 -1.14166891 -0.40926263 -1.33711151  0.36390345 -0.58289969
 -1.44877724 -1.2795468  -2.63546357  2.75109084 -1.04407061 -1.37441353]",680154227.307096,355841786.62074965,143890212.71817106,59943154.40986186,18893651.099716287,1820322.0768196576,40870.832755371106,47.131205334989296,34.09587496349975,18.208854680974746,18.208854680974746,18.19886305820812,17.7806735546707,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.843156212804208,10.182794121367465,9.870538731832287,9.236561018228144,8.679615828310041,8.679615828310041,7.281051019161646,7.281051019161646,7.281051019161646,7.281051019161646,7.281051019161646,6.517781858594731,6.517781858594731,5.286544222695127,5.286544222695127,4.50360490444542,4.50360490444542,4.4917714577394445,4.4917714577394445,4.170532759781906,3.979383470567254,3.979383470567254,3.979383470567254,3.234882809421119,3.234882809421119,3.234882809421119,3.234882809421119,2.1148748642169264,2.1148748642169264,2.1148748642169264,2.1148748642169264,1.7535033849604185,1.7535033849604185,1.7535033849604185,1.6895179399614886,1.618872180665781,1.618872180665781,1.4345262965454768,1.3050740656667503,1.1476173977020558,0.9392299326426792,0.9392299326426792,0.823772552760786,0.7878365348404248,0.7878365348404248,0.6634777677746837,0.6612971318867303,0.6177792340045059,0.5896686527091721,0.5502574854041489,0.5279113723643662,0.521999912759568,0.521999912759568,0.5167409832358865,0.5144092904166926,0.5092471872195746,0.4974418971411416,0.4956839405204786,0.492362375324971,0.4888372166778467,0.46109012764658236,0.45158436283466524,0.4466328034569652,0.4466328034569652,0.4386022177236144
PSO,F13,3.228695869445801,"[ 0.12240811  1.20088917  1.12636567  0.28402503  1.40045069  0.6579771
  1.04457854  1.6608915   1.07984291  0.01252396  0.23096209  1.3578673
 -0.33772466  1.70795731  2.12073881  1.14341128 -0.39129197  0.49111247
  1.05107858  2.66054102  1.02718235  2.25188043  1.81398503  0.90622593
  2.24401345  1.60282136  2.11689098  1.12774418  0.21540606  2.0049072 ]",957214042.6607825,782071437.7695196,401256973.3102474,160895602.27804428,69751039.30865665,31098317.347048808,6438705.18584921,6438705.18584921,2918606.249528271,2188367.5806283373,1935655.273592003,1935655.273592003,1685625.6808972997,1260517.4793799939,1167211.808769461,964941.5772074562,732771.8068396797,732771.8068396797,638647.9885533191,638647.9885533191,285077.70154842694,285077.70154842694,235418.28526168416,148540.78293945818,131047.75870509986,128776.86559052934,69420.17649025442,69420.17649025442,69420.17649025442,39175.07253579168,39175.07253579168,18475.878281662353,10572.505790747558,7522.612581585817,7522.612581585817,3153.039508765933,3153.039508765933,3153.039508765933,2443.5817326271745,490.6493585446625,490.6493585446625,108.44518253900804,108.44518253900804,108.44518253900804,70.70376674902296,70.70376674902296,45.56318287716362,41.42077134525241,41.42077134525241,41.42077134525241,41.42077134525241,41.42077134525241,40.17801340061678,40.10033253171761,29.699595641872737,29.699595641872737,27.454653319651857,27.454653319651857,23.4599071231881,23.4599071231881,23.4599071231881,23.4599071231881,18.73032015140015,18.73032015140015,17.184514917292812,17.184514917292812,17.184514917292812,15.342341074204322,15.342341074204322,15.134393066203481,15.134393066203481,11.970214338501298,11.970214338501298,11.970214338501298,11.970214338501298,11.970214338501298,11.953495962690445,11.822494109004133,11.822494109004133,10.973628399304886,10.637086905070259,10.637086905070259,10.29142035894687,8.207553652953488,8.207553652953488,7.165546811841956,7.165546811841956,6.049423233256759,6.049423233256759,6.049423233256759,6.049423233256759,5.811799644572605,4.62684012269518,4.62684012269518,4.62684012269518,4.389863470222185,3.598985432888406,2.99462391486485,2.9810132094690274,2.9810132094690274
PSO,F13,3.219372272491455,"[-0.15650453  1.01090541  1.10068319  0.72081778  2.02027743  0.7157631
  1.41503276  1.63816171  0.35912835 -0.7898718   1.03496166  1.68700791
  0.33386115  0.34606903  0.73974345  0.9553546   0.48545668  1.23845019
  0.01274502  1.94634322  1.88176762 -0.32305633  1.03099988  1.3489208
  1.29368785 -0.36827757 -0.96977258  0.00870103  1.09868421  1.09253507]",996785322.3199124,639426209.1914971,301000859.8991646,129220681.9791383,51006669.421371974,14849369.221848339,4033726.975454369,1542336.7191838962,881754.5588780714,654215.5239737395,345610.0378348296,251747.6149595264,188287.95959971374,29570.568208663655,29570.568208663655,29570.568208663655,29570.568208663655,29570.568208663655,29570.568208663655,29570.568208663655,16242.041547123703,15011.921664776597,4828.06975889484,278.36807805862054,278.36807805862054,278.36807805862054,98.36653937923194,51.55076965905053,40.10727070612154,40.10727070612154,34.611437670635944,34.611437670635944,34.611437670635944,34.611437670635944,34.611437670635944,34.611437670635944,32.35308107154034,31.812008165172017,28.36495499511834,28.222944812530745,26.037711385676374,26.037711385676374,25.579381170330993,25.579381170330993,25.579381170330993,25.579381170330993,25.579381170330993,25.579381170330993,25.579381170330993,21.277047090845933,21.277047090845933,20.575578175401603,20.575578175401603,15.147407091119655,15.147407091119655,15.147407091119655,15.147407091119655,15.147407091119655,14.92653863253954,12.935642298882849,11.069431291376418,11.069431291376418,11.069431291376418,11.069431291376418,11.069431291376418,10.93523243837695,10.93523243837695,10.93523243837695,9.477268240230256,9.477268240230256,9.405110762172077,9.405110762172077,7.734040780090606,7.082462336478156,7.082462336478156,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.516058683046165,4.422488852435932,3.854904088656494,3.832103479542712,3.832103479542712,3.7525636056196796,3.3406564686639117,3.3406564686639117,3.3406564686639117,2.4958744913865516,2.4527140727575487,2.432582008192439,2.432582008192439,2.432582008192439,2.4181506676962528,2.410710259819312
GWO,F5,3.052525520324707,"[ 0.56356313  0.31508071  0.08272558  0.02466556 -0.01538477 -0.01968462
  0.01206192 -0.01996568  0.03050585  0.03291874  0.03350897  0.03503428
  0.01718253  0.03033509 -0.02512275  0.03006941 -0.02369294 -0.02395566
  0.03488261  0.02793229  0.02693017  0.02789577  0.02597192 -0.01420349
 -0.03050214  0.02965831  0.03481787  0.02298253  0.03597512  0.03190975]",203222121.6422291,156608850.54758573,138684527.15254256,95063530.21231513,62141421.23283745,24202066.85092372,12641635.74097791,8677745.569616696,3420789.030021054,3105720.1943951976,3055563.37929191,2144269.925549442,410571.7798690873,365322.6322102454,312277.9719230477,181279.53686004435,88928.16395911202,58706.10189172232,46319.89182377255,34466.895064871445,24148.738567634937,12507.369655912507,5545.253266157999,4642.459435586526,2449.9526958447573,2212.099395034502,1227.637552446736,1123.1723145661163,860.4582821693753,691.4667463242773,569.8108654130831,522.4897604141249,422.8389645949658,378.8648493562065,279.2522125287985,279.2522125287985,254.6346668930774,199.58506437018255,192.79194985727148,188.29255417181736,188.29255417181736,174.8714087021618,145.22383025673392,133.3786540329072,131.76565070169104,111.61638335154483,111.61638335154483,101.97389897807075,89.80700442293539,86.16983138685663,77.01464314212441,71.30844238897377,61.343895997853274,56.61872858001194,52.45453171899407,49.12864465083554,47.076507602948105,44.14937754925968,43.44881615720771,41.523322714086255,38.92057589786454,38.3758737157897,36.78744801059183,36.05051282167642,35.03038890233648,34.74300910400719,33.6248596577713,33.21300417725048,32.60029269164313,32.10780111735329,31.693132990765985,31.374189564150967,31.03745365903801,30.758701153901452,30.647577905462178,30.469076196639026,30.295634475874806,30.00440681095454,29.844646993594683,29.811287960450162,29.66510717181591,29.5711932286841,29.495087003934213,29.406281372010042,29.342018544000034,29.276542809097855,29.249231858188676,29.194770346443185,29.092117844993552,29.074255688730506,29.0535759830895,28.98051406780152,28.947708375152104,28.918151399917736,28.889420360534253,28.870777877310967,28.840436523564804,28.82687447285833,28.806458016635588,28.797277170136823
GWO,F5,3.016782522201538,"[ 0.13662015 -0.00863909 -0.01189398 -0.01158129  0.01687456 -0.0140571
  0.01480037 -0.01087533 -0.01225012  0.02179947  0.02096078 -0.01125389
  0.01963286 -0.0093954   0.01286966 -0.00869946 -0.01350574 -0.00806991
  0.01652449  0.01873521  0.01811124  0.01766371  0.02079261  0.01947138
  0.02112069  0.01983643  0.01993662  0.0172697  -0.00926442  0.01387393]",324740792.84124154,129374016.23400152,80450923.41786999,80450923.41786999,58057687.62403743,45374093.69734923,13084511.862991981,11332469.170197748,7867181.242787632,2601068.5396924955,2163745.35558413,747142.2274606508,332730.8269451985,325851.2808402442,157590.3670490601,157590.3670490601,80359.53290327899,38750.13237594314,20451.09365371724,12760.49862528102,9651.389031018347,7929.59655901826,6321.068614327973,3414.4836893409088,3414.4836893409088,3414.4836893409088,2673.456087967816,2130.7176418070007,1750.5541285548684,1479.3703159348188,1479.3703159348188,1046.4338347351206,1039.7232782936483,1010.9298976135216,655.0865487060142,538.43541144764,377.43951403851867,327.8198690051017,238.06275174971378,224.90343928261032,185.13686120575255,164.74797106585982,150.54530170831282,129.39143844973435,109.9885205694114,102.02661610559666,90.2863350847799,81.44842685919954,74.05112488598073,68.86577870546445,58.36234978878167,52.73427559237221,49.07509642474278,45.833853197530146,42.33734859013464,39.764570792079866,39.077885167554584,36.534709520781526,35.37263786005536,34.47713361846509,33.90231859302245,33.13947789634957,32.5681318916715,32.26820849636643,31.894163651354564,31.521534561672276,31.215547797888934,30.97230537357582,30.802610347516364,30.554533199362204,30.28722610478954,30.1872673304535,30.096481114332,29.98485536864133,29.926551335991537,29.856235387646294,29.79727697857538,29.727692672805944,29.656102317127733,29.61416654237783,29.549629443846555,29.520425387229782,29.46609081245035,29.435856542360504,29.394722132659407,29.376936221931395,29.34836973927254,29.332225200512333,29.30730669660305,29.291984037083424,29.27560680583311,29.260159089320748,29.247462628126232,29.232353812075875,29.226519969065166,29.21525299282824,29.212059942262936,29.202436196518068,29.197187002959957,29.1947360880045
GWO,F12,3.3053064346313477,"[ 2.95829869 -0.99837179 -1.09439779 -0.85037402  0.01238481  0.18714912
 -0.99349538 -1.07697941  0.18297517 -0.97201758 -0.73777157  0.05613037
 -1.0193456   0.0094329  -1.04503504 -1.01043231  0.01960878  0.10275478
 -0.9632771   0.04888522  0.36426601 -0.97779015  0.19257236 -1.00025548
  0.1505188   2.51923957 -1.01108782 -1.21481334 -1.08885784  0.23967216]",663065871.4128716,433811112.88430804,138721669.97696048,134730611.05894917,54536974.4827408,29316041.36630559,24638467.324283298,15676774.45058481,5732337.288444331,2959077.2075021267,1155664.0251219089,116655.9450483307,48479.09717765689,14610.554292482177,6043.058557860165,51.97307984841108,31.01930481757984,19.50848967088845,19.50848967088845,9.480812960465876,6.584038899612551,5.842660519879373,5.36750590703462,3.8278473209208137,3.3057561894277927,3.3057561894277927,2.5750711263345747,1.9059345947210284,1.9059345947210284,1.9059345947210284,1.8160470759156164,1.8160470759156164,1.8160470759156164,1.7393270025906864,1.5694547737916569,1.5463729261589856,1.4895482439421082,1.2604680239633173,1.2053337413419996,0.991765853594384,0.9414381168729726,0.8383859234917754,0.7859234733505946,0.7859234733505946,0.7254420560611773,0.7254420560611773,0.7254420560611773,0.7135726960189207,0.6925154845556356,0.6774135567560985,0.6731946140412434,0.6009787430755034,0.6009787430755034,0.6009787430755034,0.5839015642653713,0.5368998386080895,0.5368998386080895,0.5368998386080895,0.5368998386080895,0.5368998386080895,0.5368998386080895,0.5367298372271073,0.5367298372271073,0.5367298372271073,0.5367298372271073,0.5352361476618824,0.5194050315240332,0.5194050315240332,0.5143469219874257,0.5143469219874257,0.5143469219874257,0.5143469219874257,0.5141792562135228,0.4988761748485618,0.4935118101784377,0.4935118101784377,0.4845116475460988,0.4835655222154222,0.4835655222154222,0.47791606009799825,0.47791606009799825,0.47478259304628556,0.47478259304628556,0.4729624577454998,0.47049918113709144,0.47049918113709144,0.4651128222788585,0.4593170562196296,0.4593170562196296,0.45257637466110845,0.45257637466110845,0.4505624966998333,0.44939525307485984,0.44689619113725826,0.4463908430280898,0.4453417306864393,0.4434467905581063,0.44264913868919703,0.4417426597500876,0.4412902026210573
GWO,F12,3.324397087097168,"[-0.99391433 -0.12874186 -0.95659579 -0.89673717 -0.56341319 -0.97678651
 -0.02739878 -1.00362329 -0.79126631 -1.10409427 -0.93955681  0.16423649
 -1.00016754 -0.51867576 -0.99362064  0.07173905 -1.0089882   0.20838894
 -1.03352359  0.03663771 -0.9734097   0.08124688 -1.01068567  0.17297931
 -1.00819335 -0.00291918 -0.99581417  0.31269784 -1.02086576  0.26335471]",680154227.307096,267160588.6651548,168581014.24334633,81775688.38834514,81775688.38834514,73639548.885978,28849253.715053592,23127375.80033064,17241114.564610526,9410027.899319075,2224224.6436196654,2218465.4826673316,797534.0367947668,412365.0515418648,5794.045195509313,3712.8768179824074,51.17661484582928,46.309292367200555,25.74574901807321,12.393035424549778,12.393035424549778,10.316410590589069,8.49381036134072,7.546921453160067,4.5256304597516275,4.5256304597516275,2.0503837888706826,1.6980278149612904,1.5626134462145211,1.3816485539022914,1.0318882855046776,0.7609919145511292,0.7609919145511292,0.6473522561728096,0.6473522561728096,0.5236125735451175,0.5236125735451175,0.5236125735451175,0.5236125735451175,0.4889137560560562,0.4889137560560562,0.4213676302577796,0.32209928641922875,0.292250140100178,0.28147187140234575,0.23211003460175758,0.21178392210714433,0.21178392210714433,0.21178392210714433,0.2026818425613805,0.1999971858098007,0.18387184406750345,0.18387184406750345,0.18387184406750345,0.17481897395525628,0.16312855898626116,0.16312855898626116,0.14623873479592225,0.14623873479592225,0.13929759293623972,0.1305094703431219,0.1305094703431219,0.1305094703431219,0.1305094703431219,0.12860421028979968,0.12860421028979968,0.12727388257282005,0.12265202825688382,0.11716024720870236,0.11716024720870236,0.11358746360366592,0.11358746360366592,0.11358746360366592,0.11358746360366592,0.11358746360366592,0.10937666784878197,0.10937666784878197,0.10804636934812398,0.10468902198941674,0.10269639418152825,0.10160531148395745,0.09793699428055702,0.09793699428055702,0.09793699428055702,0.09793699428055702,0.09793699428055702,0.09793699428055702,0.09793699428055702,0.09734097793853577,0.09659697288807956,0.0958680064452768,0.09549472127646712,0.09549472127646712,0.09475072057829918,0.09400592210907079,0.09354421691409823,0.0933049546316164,0.0933049546316164,0.09299228206527009,0.09286708374666604
