% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=179426, Sun Dec 31 19:40:23 2023, <python>{}</python>
1 20 0.4736416401216979 1.0000483345014077 2718566325.6462054 2.7185663256462054e+09 2787738659.248684 2882426567.4761796   
2 40 0.46458424741813603 1.0902881657133574 2675103436.4735355 2.6751034364735355e+09 2749177617.7960515 2827782336.882996   
3 60 0.47069710862069564 1.1191549532627503 2610013721.3251367 2.6100137213251367e+09 2712592231.663241 2780106700.01576   
4 80 0.4804049509952506 1.144082679343265 2605892311.732681 2.6058923117326808e+09 2673396203.6324697 2742164688.537522   
5 100 0.49816295664560223 1.1656488135606777 2573062073.0462813 2.5730620730462813e+09 2624644139.7687783 2683604776.8278217   
6 120 0.5237678448072476 1.1946067142524546 2515413700.924557 2.5154137009245572e+09 2604127178.6909523 2673806224.2313232   
7 140 0.5552684968697557 1.2364643776861857 2493235341.9488087 2.4932353419488087e+09 2574267204.3781815 2605914854.1747437   
8 160 0.605518404495536 1.283254520904835 2447333493.4008837 2.4473334934008837e+09 2513530326.2093205 2594407984.868064   
9 180 0.6734534152277859 1.3250256146135067 2320299068.010151 2.3202990680101509e+09 2456692236.9327335 2531936930.334866   
10 200 0.7465744584092041 1.3637027626933216 2264073434.840631 2.2640734348406310e+09 2380815605.6914806 2524122289.4876223   
11 220 0.8616328295558006 1.3922240747631387 2190281636.8329716 2.1902816368329716e+09 2318442375.380995 2374857205.640191   
12 240 0.9885754367258304 1.4355240136395457 2134099271.335575 2.1340992713355751e+09 2214552338.843062 2370240778.4194884   
13 260 1.1606588202091574 1.441281815621161 1961186127.7057106 1.9611861277057106e+09 2219054010.534227 2329651085.620307   
14 280 1.3330365782057771 1.4771096044535292 1961186127.7057106 1.9616708132302799e+09 2067368358.7392817 2217000036.5095825   
15 300 1.553498715713584 1.4804446965524123 1805389163.7249029 1.8053891637249029e+09 1999106430.9279535 2081199442.1757736   
16 320 1.7921897703314122 1.5165765587245712 1715776497.0872912 1.7157764970872912e+09 1851178853.7896366 2039602620.1381776   
17 340 2.0216947530150104 1.5253064444967894 1657951723.4138532 1.6579517234138532e+09 1778834154.7179089 1987635759.0262678   
18 360 2.341210609557761 1.532342849524342 1419379015.7172248 1.4193790157172248e+09 1703935349.860875 1993550474.29571   
19 380 2.6756796951149515 1.540823767443624 1377225060.6428986 1.3772250606428986e+09 1603177887.857989 1699906080.1077526   
20 400 3.003357284328996 1.5468025966458423 1256697580.344692 1.2566975803446920e+09 1485312418.6731284 1700504394.597241   
