% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=179426, Sun Dec 31 19:40:23 2023, <python>{}</python>
1 20 0.4736416401216979 0 0 0.47889420214249795 0.47272880730855166 0.471370550957199 0.4740796608382784 0.4747553655845405 0.47287621124188717 0.46889632512134216 0.4753125089150886 0.4760328185078442 0.4711323754354746 0.47348884733181174 0.4748888117294682 0.47621781736828794 0.47392696490231284 0.474003052876709 0.46970371068297656 0.4744632431125686 0.4732464893573505 0.46934983810630604 0.47503442471239654 0.47567161043053924 0.4732707578301571 0.470477577267393 0.4744982485503796 0.47220653881385205 0.4727575697862044 0.4720769535686028 0.4769311110377102 0.4726310762217623 0.4722096681824121
2 40 0.46458424741813603 0 0 0.4671336644434719 0.46388843461148865 0.4605966327108809 0.46372194060666566 0.4651943567185708 0.46336963604116976 0.45839749840190214 0.46820091956339505 0.46590042318452846 0.46308737541028533 0.4674532999039555 0.4642828721969858 0.4672440837921417 0.46900786018448437 0.464718665245802 0.4607096923071194 0.46366338674605695 0.46293402912643683 0.4615756265692986 0.4670731310208031 0.4667018571120163 0.4615325927031698 0.46227367405922803 0.4671205113954873 0.4583819132285697 0.46431967509223027 0.4643638935705148 0.4686613129696128 0.4613871062278586 0.4625894228974252
3 60 0.47069710862069564 0 0 0.4723813526331258 0.47059079519927277 0.4664816469793839 0.4745641134075213 0.47007318134722026 0.4687564634287935 0.46246241330368265 0.4730520148539537 0.4710496281479059 0.47097319285861505 0.47875426675268523 0.472494616800588 0.4682566360483031 0.47882632775309947 0.4693162029648284 0.46652283460072075 0.47130496385781145 0.4695777682623389 0.46847175910033084 0.47117629859857496 0.473510340836635 0.4669383339867584 0.4731133359061725 0.4704152870072451 0.4610730091231578 0.4701921371037332 0.47039480983310705 0.4738503897809243 0.4676974254327522 0.4671037545353134
4 80 0.4804049509952506 0 0 0.48408567400540137 0.48150041903992913 0.4754440939804537 0.48390167005855605 0.4767568033701725 0.4787451214748172 0.4729144857875811 0.4798622852731181 0.48133834388088137 0.47833581757966614 0.49138448588651124 0.48385815809405325 0.47687984490711666 0.4892597671310749 0.48021462895908107 0.47353921487399414 0.48349612688056204 0.4783050887943366 0.4791340356864266 0.480852544710276 0.48270727181122725 0.4768019964640639 0.4860575052380578 0.47820976217720856 0.47185172475406106 0.4780849746841993 0.479493980741462 0.48696444590547683 0.4776474905851376 0.4765102727740866
5 100 0.49816295664560223 0 0 0.5035490084563231 0.4960579748522277 0.493141661241415 0.5022090136682196 0.4898876656242956 0.4973188618842091 0.4901854813720429 0.4952326933143027 0.49841022815113956 0.49573450199317903 0.5105923022729206 0.499122407357389 0.4997867965553957 0.5056027826036511 0.4975288463288376 0.4888884909790658 0.5018255580258475 0.49574541327292265 0.49375859776715525 0.5041589089810634 0.5012365522149761 0.4945577674097044 0.5040098496818551 0.49537865543660825 0.4883612404327846 0.49489463061605965 0.4981812298024736 0.5080747389786283 0.4940429432929095 0.493808976303552
6 120 0.5237678448072476 0 0 0.5346720482066277 0.5253308832008184 0.5200418154725771 0.5270364067016766 0.5150543579137088 0.523093167081338 0.5142364897336965 0.5210948333886206 0.5193359195054776 0.5213634894429573 0.5425281887221584 0.5265293479944477 0.5266842841955816 0.5324409187264474 0.5239912905545837 0.514194851890132 0.527020979382976 0.5218530949455984 0.5206552181128576 0.531815947397669 0.5248909523847921 0.5153341330690637 0.5335077836422567 0.5199807437351063 0.5130733772949495 0.5185725470210554 0.5228935767071883 0.5342688595157307 0.5180063671660409 0.5167178519059065
7 140 0.5552684968697557 0 0 0.5770613478742825 0.5584053699621134 0.5530372086625306 0.5582421773031827 0.54665600869739 0.5549809489209966 0.5439184929468054 0.554847756560882 0.5516728414551574 0.5527869952718588 0.5747030664976305 0.5581706466135911 0.5579211372086448 0.5688171025510527 0.554615016036894 0.5424773723017985 0.5585969171463873 0.5549444881441389 0.5530145748170846 0.5643663268642933 0.5573836329753933 0.5436224228126949 0.5687174989751298 0.5524299448576805 0.5419991953816702 0.5481176731871897 0.5546360387306682 0.5668507361508514 0.5440826008611674 0.5461905265733213
8 160 0.605518404495536 0 0 0.6348340473828863 0.6082520229248923 0.6045931003911759 0.6070510703640605 0.5956793274399479 0.6060161313886474 0.5924886679381852 0.6029606813001056 0.6013610857003607 0.6036273858993201 0.6264975511207734 0.6072017059631445 0.6034550478802673 0.6241514734588136 0.6017880307670529 0.5936085838064954 0.60676621869882 0.6054935863136274 0.6013600492584819 0.6174142096249665 0.6053154940275025 0.5921215075994414 0.6192753231941226 0.6027741693922474 0.590870571304628 0.5992636175950686 0.6020379657041884 0.6221554426481776 0.5923922717913532 0.5961464251885558
9 180 0.6734534152277859 0 0 0.7108564786297812 0.6732657297837935 0.677199687077403 0.6742710895861166 0.6619348291002799 0.6698594773257146 0.6604816872160949 0.6704908136089032 0.6656200981175742 0.6684207570190964 0.7008823987084314 0.6737920973046085 0.6701452742915457 0.6959812072419844 0.6707813666936653 0.660375317974215 0.6738252049436166 0.6712883406333817 0.6706535338474966 0.6870771734524961 0.6717966870940996 0.6571830180637613 0.69723641005201 0.6685785523189576 0.6545884743790056 0.6683213092412451 0.6651576973789088 0.6953298921694856 0.6581569901954953 0.66537986861314
10 200 0.7465744584092041 0 0 0.786007104232996 0.746285275917418 0.7518449024275775 0.7475964358881639 0.7314434774700004 0.7444834760047906 0.7352926421722934 0.7414542835472376 0.7349248311951669 0.7361950861178701 0.77701590142965 0.7499118812624492 0.7440034175923762 0.7722693422088616 0.7425923141675562 0.7296651977356032 0.7464276726106923 0.7440596355135841 0.7424068846042094 0.7642392478390778 0.7433089849493583 0.7226276216396419 0.7817701390196441 0.7353348990501406 0.728303256318053 0.7445433318722404 0.7375333417124664 0.7711306034643978 0.7332349777758111 0.7332742339525722
